experiment,window_size,step,variant,seed,horizon,elapsed_s,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,cal_slope_mean,cal_slope_std,cal_intercept_mean,cal_intercept_std
E3,6,1,full,42,6,441.3,0.8094032615099124,0.007989316634824531,0.4881315665591807,0.027118734354766937,0.17792579540836115,0.0034203026264683456,1.053920338262637,0.06254545207703524,-1.6961736932539382,0.014286952762069859
E3,6,1,full,1,6,308.6,0.8082688960731916,0.007220512511866342,0.4889129025269433,0.024336506867327832,0.1836117345493017,0.002488364174385084,1.0469449299508249,0.057084049011098516,-1.742828094858698,0.018293912331756867
E3,6,1,full,2,6,324.4,0.8028008184305595,0.005545848106521416,0.4691166593263706,0.02059759065919533,0.17772718206039304,0.0029822972418243766,1.0402496560622005,0.042570067909712926,-1.6572211804032306,0.012756020943533343
E3,6,1,full,42,12,1022.9,0.8398475105682144,0.011766913250627009,0.5743911939024465,0.034468783815371204,0.14793693573762146,0.0031185353902630558,0.9618051551967959,0.11064523783110612,-1.5285927753455604,0.055408462909579625
E3,6,1,full,1,12,1080.3,0.8391043011065843,0.010716852183029564,0.5757081730601955,0.03255047940115791,0.14954355144985787,0.0034564061705945654,0.9756917087209738,0.10301746283826943,-1.5501236120419049,0.06568597906618491
E3,6,1,full,2,12,1125.2,0.8389492229989184,0.009470421965828766,0.5737051900171523,0.029420241752809505,0.14862579047479713,0.004644520895538293,0.9274097886358493,0.06966612582380097,-1.5199705313485927,0.046504130555255326
